,X,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|,trial_total,order,nValDiff,task2,value_type
5299,10520,hjzkozbdp,61,25,1,3.9168,experiment_FR,0,54,6.4,0.8,27,27,0,1,"[4, 3, 3, 6, 5, 6]","[2, 8, 6, 4, 4, 3]",4,5,-1,1,56,FR_VB,1,Accuracy-Based Reward,Middle-Value
5300,10521,hjzkozbdp,63,25,0,1.352,experiment_FR,-11,57,6.4,0.8,23,34,11,1,"[5, 3, 1, 6, 6, 2]","[5, 7, 2, 6, 6, 8]",5,5,0,0,57,FR_VB,0,Accuracy-Based Reward,Middle-Value
5301,10522,hjzkozbdp,64,25,1,1.6249,experiment_FR,13,49,6.4,0.8,31,18,13,1,"[8, 5, 5, 4, 3, 6]","[1, 1, 4, 3, 1, 8]",5,4,1,1,58,FR_VB,1,Accuracy-Based Reward,Middle-Value
5302,10523,hjzkozbdp,65,25,0,1.6726,experiment_FR,-4,42,6.4,0.8,19,23,4,1,"[3, 3, 1, 2, 3, 7]","[6, 8, 4, 2, 2, 1]",4,5,-1,1,59,FR_VB,1,Accuracy-Based Reward,Low-Value
5303,10524,hjzkozbdp,66,25,1,1.6647,experiment_FR,-1,53,6.4,0.8,26,27,1,0,"[1, 7, 2, 7, 7, 2]","[2, 5, 2, 7, 5, 6]",3,4,-1,1,60,FR_VB,1,Accuracy-Based Reward,Middle-Value
5304,10525,hjzkozbdp,67,25,1,1.9173,experiment_FR,7,51,6.4,0.8,29,22,7,1,"[5, 6, 5, 1, 5, 7]","[5, 7, 4, 3, 1, 2]",4,6,-2,2,61,FR_VB,2,Accuracy-Based Reward,Middle-Value
5305,10526,hjzkozbdp,68,25,0,3.8495,experiment_FR,-13,53,6.4,0.8,20,33,13,1,"[2, 1, 5, 2, 3, 7]","[7, 7, 2, 4, 7, 6]",5,4,1,1,62,FR_VB,1,Accuracy-Based Reward,Middle-Value
5306,10527,hjzkozbdp,69,25,0,3.5827,experiment_FR,-6,54,6.4,0.8,24,30,6,1,"[1, 4, 2, 6, 5, 6]","[5, 2, 8, 7, 4, 4]",5,5,0,0,63,FR_VB,0,Accuracy-Based Reward,Middle-Value
5307,10528,hjzkozbdp,70,25,0,2.2745,experiment_FR,-13,57,6.4,0.8,22,35,13,1,"[4, 3, 2, 6, 1, 6]","[7, 8, 6, 4, 3, 7]",5,5,0,0,64,FR_VB,0,Accuracy-Based Reward,Middle-Value
5308,10529,hjzkozbdp,71,25,1,3.4053,experiment_FR,6,56,6.4,0.8,31,25,6,1,"[3, 5, 7, 8, 2, 6]","[8, 4, 6, 1, 4, 2]",6,5,1,1,65,FR_VB,1,Accuracy-Based Reward,Middle-Value
5309,10530,hjzkozbdp,72,25,0,0.6977,experiment_FR,-13,71,6.4,0.8,29,42,13,1,"[4, 8, 5, 3, 5, 4]","[6, 8, 8, 6, 6, 8]",4,2,2,2,66,FR_VB,2,Accuracy-Based Reward,High-Value
5310,10531,hjzkozbdp,73,25,1,3.272,experiment_FR,2,54,6.4,0.8,28,26,2,1,"[4, 4, 8, 5, 6, 1]","[3, 6, 3, 2, 5, 7]",5,5,0,0,67,FR_VB,0,Accuracy-Based Reward,Middle-Value
5311,10532,hjzkozbdp,74,25,1,3.8407,experiment_FR,10,56,6.4,0.8,33,23,10,1,"[8, 1, 6, 7, 5, 6]","[1, 2, 4, 2, 8, 6]",5,5,0,0,68,FR_VB,0,Accuracy-Based Reward,Middle-Value
5312,10533,hjzkozbdp,75,25,1,2.9037,experiment_FR,6,54,6.4,0.8,30,24,6,1,"[3, 7, 3, 5, 6, 6]","[2, 2, 3, 6, 7, 4]",4,5,-1,1,69,FR_VB,1,Accuracy-Based Reward,Middle-Value
5313,10534,hjzkozbdp,76,25,1,4.0079,experiment_FR,-1,53,6.4,0.8,26,27,1,0,"[8, 4, 5, 3, 4, 2]","[7, 6, 5, 2, 3, 4]",5,6,-1,1,70,FR_VB,1,Accuracy-Based Reward,Middle-Value
5314,10535,hjzkozbdp,77,25,1,1.195,experiment_FR,11,59,6.4,0.8,35,24,11,1,"[6, 8, 1, 5, 7, 8]","[5, 6, 7, 2, 2, 2]",5,4,1,1,71,FR_VB,1,Accuracy-Based Reward,High-Value
5315,10536,hjzkozbdp,78,25,0,1.1511,experiment_FR,-17,55,6.4,0.8,19,36,17,1,"[5, 2, 6, 2, 3, 1]","[7, 4, 8, 1, 8, 8]",5,4,1,1,72,FR_VB,1,Accuracy-Based Reward,Middle-Value
5316,10537,hjzkozbdp,79,25,0,2.0299,experiment_FR,-8,58,6.4,0.8,25,33,8,1,"[7, 2, 1, 1, 6, 8]","[6, 6, 6, 8, 2, 5]",5,4,1,1,73,FR_VB,1,Accuracy-Based Reward,Middle-Value
5317,10538,hjzkozbdp,80,25,0,1.6884,experiment_FR,-8,58,6.4,0.8,25,33,8,1,"[8, 3, 6, 3, 1, 4]","[8, 4, 7, 2, 5, 7]",5,5,0,0,74,FR_VB,0,Accuracy-Based Reward,Middle-Value
5318,10539,hjzkozbdp,81,25,0,3.6314,experiment_FR,1,33,6.4,0.8,17,16,1,0,"[1, 1, 3, 4, 6, 2]","[1, 1, 2, 6, 5, 1]",5,4,1,1,75,FR_VB,1,Accuracy-Based Reward,Low-Value
5319,10540,hjzkozbdp,82,25,1,3.8464,experiment_FR,3,63,6.4,0.8,33,30,3,1,"[7, 6, 4, 3, 8, 5]","[6, 8, 1, 5, 7, 3]",6,6,0,0,76,FR_VB,0,Accuracy-Based Reward,High-Value
5320,10541,hjzkozbdp,83,25,1,1.5392,experiment_FR,5,31,6.4,0.8,18,13,5,1,"[3, 4, 3, 2, 3, 3]","[1, 1, 1, 2, 2, 6]",3,3,0,0,77,FR_VB,0,Accuracy-Based Reward,Low-Value
5321,10542,hjzkozbdp,84,25,1,2.1861,experiment_FR,6,68,6.4,0.8,37,31,6,1,"[8, 6, 6, 7, 6, 4]","[8, 1, 8, 6, 6, 2]",4,4,0,0,78,FR_VB,0,Accuracy-Based Reward,High-Value
5322,10543,hjzkozbdp,85,25,1,1.8044,experiment_FR,1,51,6.4,0.8,26,25,1,1,"[4, 6, 6, 2, 2, 6]","[7, 1, 8, 6, 2, 1]",3,5,-2,2,79,FR_VB,2,Accuracy-Based Reward,Middle-Value
5323,10544,hjzkozbdp,86,25,0,2.7059,experiment_FR,-3,51,6.4,0.8,24,27,3,1,"[2, 7, 6, 5, 2, 2]","[5, 6, 5, 4, 1, 6]",4,4,0,0,80,FR_VB,0,Accuracy-Based Reward,Middle-Value
5324,10545,hjzkozbdp,87,25,0,1.9358,experiment_FR,-6,52,6.4,0.8,23,29,6,1,"[3, 1, 6, 4, 8, 1]","[8, 2, 7, 1, 7, 4]",5,5,0,0,81,FR_VB,0,Accuracy-Based Reward,Middle-Value
5325,10546,hjzkozbdp,88,25,0,4.1693,experiment_FR,-7,45,6.4,0.8,19,26,7,1,"[4, 5, 1, 1, 2, 6]","[3, 8, 3, 4, 2, 6]",5,5,0,0,82,FR_VB,0,Accuracy-Based Reward,Low-Value
5326,10547,hjzkozbdp,89,25,0,2.5474,experiment_FR,-12,44,6.4,0.8,16,28,12,1,"[4, 2, 1, 5, 2, 2]","[7, 3, 5, 6, 3, 4]",4,5,-1,1,83,FR_VB,1,Accuracy-Based Reward,Low-Value
5327,10548,hjzkozbdp,90,25,0,1.2832,experiment_FR,-5,55,6.4,0.8,25,30,5,1,"[2, 5, 3, 4, 7, 4]","[4, 6, 7, 6, 5, 2]",5,5,0,0,84,FR_VB,0,Accuracy-Based Reward,Middle-Value
5328,10549,hjzkozbdp,91,25,1,0.7009,experiment_FR,19,69,6.4,0.8,44,25,19,1,"[8, 6, 8, 8, 8, 6]","[8, 5, 4, 3, 2, 3]",2,5,-3,3,85,FR_VB,3,Accuracy-Based Reward,High-Value
5329,10550,hjzkozbdp,92,25,1,1.7146,experiment_FR,12,56,6.4,0.8,34,22,12,1,"[7, 7, 5, 4, 3, 8]","[3, 1, 6, 6, 1, 5]",5,4,1,1,86,FR_VB,1,Accuracy-Based Reward,Middle-Value
5330,10551,hjzkozbdp,93,25,0,1.3067,experiment_FR,-8,62,6.4,0.8,27,35,8,1,"[5, 4, 2, 5, 8, 3]","[6, 7, 5, 7, 8, 2]",5,5,0,0,87,FR_VB,0,Accuracy-Based Reward,High-Value
5331,10552,hjzkozbdp,94,25,1,2.9746,experiment_FR,3,61,6.4,0.8,32,29,3,1,"[1, 8, 7, 5, 6, 5]","[4, 5, 7, 2, 7, 4]",5,4,1,1,88,FR_VB,1,Accuracy-Based Reward,High-Value
5332,10553,hjzkozbdp,96,25,1,1.893,experiment_FR,5,55,6.4,0.8,30,25,5,1,"[5, 8, 3, 4, 8, 2]","[3, 4, 5, 8, 2, 3]",5,5,0,0,89,FR_VB,0,Accuracy-Based Reward,Middle-Value
5333,10554,hjzkozbdp,97,25,0,3.0841,experiment_FR,-5,45,6.4,0.8,20,25,5,1,"[6, 3, 1, 2, 6, 2]","[3, 4, 7, 2, 8, 1]",4,6,-2,2,90,FR_VB,2,Accuracy-Based Reward,Low-Value
5334,10555,hjzkozbdp,98,25,0,3.5362,experiment_FR,-7,43,6.4,0.8,18,25,7,1,"[2, 4, 3, 2, 2, 5]","[8, 4, 3, 1, 6, 3]",4,5,-1,1,91,FR_VB,1,Accuracy-Based Reward,Low-Value
5335,10556,hjzkozbdp,99,25,1,2.6597,experiment_FR,8,58,6.4,0.8,33,25,8,1,"[8, 5, 1, 4, 8, 7]","[6, 7, 1, 6, 3, 2]",5,5,0,0,92,FR_VB,0,Accuracy-Based Reward,Middle-Value
5336,10557,hjzkozbdp,100,25,1,2.6585,experiment_FR,4,52,6.4,0.8,28,24,4,1,"[4, 3, 4, 7, 4, 6]","[1, 5, 6, 2, 4, 6]",4,5,-1,1,93,FR_VB,1,Accuracy-Based Reward,Middle-Value
5337,10558,hjzkozbdp,101,25,1,2.8368,experiment_FR,3,39,6.4,0.8,21,18,3,1,"[3, 3, 1, 4, 5, 5]","[3, 1, 3, 3, 5, 3]",4,3,1,1,94,FR_VB,1,Accuracy-Based Reward,Low-Value
5338,10559,hjzkozbdp,102,25,1,0.9232,experiment_FR,13,57,6.4,0.8,35,22,13,1,"[8, 8, 5, 1, 7, 6]","[3, 1, 8, 2, 4, 4]",5,5,0,0,95,FR_VB,0,Accuracy-Based Reward,Middle-Value
5339,10560,hjzkozbdp,103,25,0,1.2644,experiment_FR,-8,46,6.4,0.8,19,27,8,1,"[2, 8, 1, 4, 1, 3]","[6, 4, 4, 1, 7, 5]",5,5,0,0,96,FR_VB,0,Accuracy-Based Reward,Low-Value
5340,10561,hjzkozbdp,105,25,0,3.3314,experiment_FR,-3,63,6.4,0.8,30,33,3,1,"[1, 7, 6, 6, 6, 4]","[8, 4, 4, 8, 7, 2]",4,4,0,0,97,FR_VB,0,Accuracy-Based Reward,High-Value
5341,10562,hjzkozbdp,106,25,0,1.8924,experiment_FR,3,55,6.4,0.8,29,26,3,0,"[8, 5, 1, 4, 7, 4]","[8, 3, 2, 8, 2, 3]",5,3,2,2,98,FR_VB,2,Accuracy-Based Reward,Middle-Value
5342,10563,hjzkozbdp,107,25,0,4.1848,experiment_FR,-3,37,6.4,0.8,17,20,3,1,"[7, 2, 1, 1, 2, 4]","[2, 2, 3, 4, 6, 3]",4,4,0,0,99,FR_VB,0,Accuracy-Based Reward,Low-Value
5343,10564,hjzkozbdp,108,25,0,4.0108,experiment_FR,0,50,6.4,0.8,25,25,0,1,"[6, 6, 5, 4, 2, 2]","[2, 4, 8, 4, 1, 6]",4,5,-1,1,100,FR_VB,1,Accuracy-Based Reward,Middle-Value
5344,10565,hjzkozbdp,109,25,0,2.5038,experiment_FR,-4,62,6.4,0.8,29,33,4,1,"[7, 4, 4, 7, 2, 5]","[5, 7, 7, 7, 2, 5]",4,3,1,1,101,FR_VB,1,Accuracy-Based Reward,High-Value
5345,10566,hjzkozbdp,110,25,1,4.4379,experiment_FR,3,49,6.4,0.8,26,23,3,1,"[7, 2, 7, 1, 6, 3]","[4, 4, 3, 8, 1, 3]",5,4,1,1,102,FR_VB,1,Accuracy-Based Reward,Middle-Value
5346,10567,hjzkozbdp,111,25,0,0.9922,experiment_FR,-8,60,6.4,0.8,26,34,8,1,"[1, 6, 1, 8, 6, 4]","[5, 5, 8, 7, 5, 4]",4,4,0,0,103,FR_VB,0,Accuracy-Based Reward,High-Value
5347,10568,hjzkozbdp,112,25,1,2.477,experiment_FR,7,43,6.4,0.8,25,18,7,1,"[4, 1, 8, 4, 5, 3]","[1, 6, 1, 1, 1, 8]",5,3,2,2,104,FR_VB,2,Accuracy-Based Reward,Low-Value
5348,10569,hjzkozbdp,113,25,0,1.3524,experiment_FR,-5,39,6.4,0.8,17,22,5,1,"[6, 1, 2, 3, 3, 2]","[4, 3, 2, 2, 4, 7]",4,4,0,0,105,FR_VB,0,Accuracy-Based Reward,Low-Value
5349,10570,hjzkozbdp,114,25,1,0.7711,experiment_FR,16,62,6.4,0.8,39,23,16,1,"[3, 8, 8, 6, 6, 8]","[2, 1, 5, 8, 4, 3]",3,6,-3,3,106,FR_VB,3,Accuracy-Based Reward,High-Value
5350,10571,hjzkozbdp,115,25,0,1.5742,experiment_FR,-4,50,6.4,0.8,23,27,4,1,"[7, 4, 4, 1, 1, 6]","[8, 5, 2, 6, 4, 2]",4,5,-1,1,107,FR_VB,1,Accuracy-Based Reward,Middle-Value
5351,10572,hjzkozbdp,116,25,0,1.2198,experiment_FR,-17,51,6.4,0.8,17,34,17,1,"[1, 1, 6, 4, 1, 4]","[4, 5, 8, 7, 2, 8]",3,5,-2,2,108,FR_VB,2,Accuracy-Based Reward,Middle-Value
5352,10573,hjzkozbdp,117,25,1,1.9161,experiment_FR,2,54,6.4,0.8,28,26,2,1,"[6, 3, 5, 7, 5, 2]","[6, 1, 3, 2, 7, 7]",5,5,0,0,109,FR_VB,0,Accuracy-Based Reward,Middle-Value
5353,10574,hjzkozbdp,118,25,1,2.8802,experiment_FR,2,56,6.4,0.8,29,27,2,1,"[1, 6, 7, 5, 6, 4]","[8, 5, 2, 7, 4, 1]",5,6,-1,1,110,FR_VB,1,Accuracy-Based Reward,Middle-Value
5354,10575,hjzkozbdp,119,25,0,0.9045,experiment_FR,-9,75,6.4,0.8,33,42,9,1,"[7, 7, 4, 1, 8, 6]","[8, 5, 7, 7, 8, 7]",5,3,2,2,111,FR_VB,2,Accuracy-Based Reward,High-Value
5355,10576,hjzkozbdp,120,25,1,0.8361,experiment_FR,7,69,6.4,0.8,38,31,7,1,"[6, 3, 8, 7, 7, 7]","[4, 6, 5, 1, 8, 7]",4,6,-2,2,112,FR_VB,2,Accuracy-Based Reward,High-Value
5356,10577,hjzkozbdp,121,25,0,1.2625,experiment_FR,-3,59,6.4,0.8,28,31,3,1,"[8, 1, 7, 6, 5, 1]","[5, 5, 8, 4, 8, 1]",5,4,1,1,113,FR_VB,1,Accuracy-Based Reward,High-Value
5357,10578,hjzkozbdp,122,25,1,1.8044,experiment_FR,9,53,6.4,0.8,31,22,9,1,"[4, 4, 7, 8, 3, 5]","[5, 8, 4, 2, 1, 2]",5,5,0,0,114,FR_VB,0,Accuracy-Based Reward,Middle-Value
5358,10579,hjzkozbdp,123,25,1,1.7347,experiment_FR,6,50,6.4,0.8,28,22,6,1,"[7, 6, 7, 3, 1, 4]","[5, 5, 6, 1, 4, 1]",5,4,1,1,115,FR_VB,1,Accuracy-Based Reward,Middle-Value
5359,10580,hjzkozbdp,124,25,0,4.5479,experiment_FR,-7,47,6.4,0.8,20,27,7,1,"[1, 4, 2, 5, 7, 1]","[6, 2, 6, 6, 6, 1]",5,3,2,2,116,FR_VB,2,Accuracy-Based Reward,Low-Value
5360,10581,hjzkozbdp,125,25,0,1.4877,experiment_FR,-3,49,6.4,0.8,23,26,3,1,"[5, 8, 2, 1, 1, 6]","[1, 4, 7, 5, 6, 3]",5,6,-1,1,117,FR_VB,1,Accuracy-Based Reward,Middle-Value
5361,10582,hjzkozbdp,126,25,0,1.1972,experiment_FR,-13,57,6.4,0.8,22,35,13,1,"[2, 7, 1, 8, 2, 2]","[2, 7, 8, 4, 7, 7]",4,4,0,0,118,FR_VB,0,Accuracy-Based Reward,Middle-Value
5362,10583,hjzkozbdp,127,25,1,1.8257,experiment_FR,4,48,6.4,0.8,26,22,4,1,"[4, 4, 3, 4, 3, 8]","[3, 3, 1, 3, 7, 5]",3,4,-1,1,119,FR_VB,1,Accuracy-Based Reward,Low-Value
5363,10584,hjzkozbdp,128,25,0,1.0161,experiment_FR,-10,56,6.4,0.8,23,33,10,1,"[2, 8, 4, 3, 1, 5]","[7, 5, 4, 5, 8, 4]",6,4,2,2,120,FR_VB,2,Accuracy-Based Reward,Middle-Value
5364,10585,hjzkozbdp,129,25,0,1.3554,experiment_FR,-6,56,6.4,0.8,25,31,6,1,"[5, 3, 3, 7, 4, 3]","[7, 3, 4, 7, 4, 6]",4,4,0,0,121,FR_VB,0,Accuracy-Based Reward,Middle-Value
5365,10586,hjzkozbdp,130,25,1,1.1756,experiment_FR,-1,71,6.4,0.8,35,36,1,0,"[5, 6, 2, 8, 6, 8]","[6, 8, 6, 4, 5, 7]",4,5,-1,1,122,FR_VB,1,Accuracy-Based Reward,High-Value
5366,10587,hjzkozbdp,131,25,0,4.0974,experiment_FR,-4,52,6.4,0.8,24,28,4,1,"[4, 2, 4, 3, 3, 8]","[8, 1, 8, 3, 5, 3]",4,4,0,0,123,FR_VB,0,Accuracy-Based Reward,Middle-Value
5367,10588,hjzkozbdp,132,25,0,1.1507,experiment_FR,-8,48,6.4,0.8,20,28,8,1,"[7, 3, 1, 4, 2, 3]","[4, 3, 6, 2, 6, 7]",5,5,0,0,124,FR_VB,0,Accuracy-Based Reward,Low-Value
5368,10589,hjzkozbdp,133,25,0,2.1634,experiment_FR,-6,34,6.4,0.8,14,20,6,1,"[3, 3, 1, 4, 1, 2]","[3, 4, 2, 1, 2, 8]",4,5,-1,1,125,FR_VB,1,Accuracy-Based Reward,Low-Value
5369,10590,hjzkozbdp,134,25,1,1.2849,experiment_FR,13,45,6.4,0.8,29,16,13,1,"[3, 2, 6, 6, 5, 7]","[1, 1, 1, 4, 3, 6]",5,4,1,1,126,FR_VB,1,Accuracy-Based Reward,Low-Value
5370,10591,hjzkozbdp,135,25,1,5.5853,experiment_FR,6,52,6.4,0.8,29,23,6,1,"[8, 1, 2, 6, 6, 6]","[4, 4, 4, 6, 4, 1]",4,3,1,1,127,FR_VB,1,Accuracy-Based Reward,Middle-Value
5371,10592,hjzkozbdp,136,25,0,1.3541,experiment_FR,-14,40,6.4,0.8,13,27,14,1,"[4, 3, 1, 3, 1, 1]","[5, 5, 3, 4, 6, 4]",3,4,-1,1,128,FR_VB,1,Accuracy-Based Reward,Low-Value
5372,10593,hjzkozbdp,137,25,1,1.7756,experiment_FR,7,61,6.4,0.8,34,27,7,1,"[6, 6, 1, 7, 6, 8]","[8, 1, 7, 3, 2, 6]",4,6,-2,2,129,FR_VB,2,Accuracy-Based Reward,High-Value
5373,10594,hjzkozbdp,138,25,0,1.354,experiment_FR,-3,45,6.4,0.8,21,24,3,1,"[3, 8, 2, 5, 2, 1]","[1, 4, 6, 4, 5, 4]",5,4,1,1,130,FR_VB,1,Accuracy-Based Reward,Low-Value
5374,10595,hjzkozbdp,139,25,1,1.7358,experiment_FR,5,53,6.4,0.8,29,24,5,1,"[1, 4, 7, 2, 7, 8]","[1, 3, 3, 4, 5, 8]",5,5,0,0,131,FR_VB,0,Accuracy-Based Reward,Middle-Value
5375,10596,hjzkozbdp,140,25,1,1.112,experiment_FR,7,61,6.4,0.8,34,27,7,1,"[6, 7, 5, 4, 4, 8]","[5, 3, 7, 4, 5, 3]",5,4,1,1,132,FR_VB,1,Accuracy-Based Reward,High-Value
5376,10597,hjzkozbdp,141,25,0,1.3515,experiment_FR,-3,49,6.4,0.8,23,26,3,1,"[1, 3, 4, 6, 4, 5]","[7, 3, 3, 5, 5, 3]",5,3,2,2,133,FR_VB,2,Accuracy-Based Reward,Middle-Value
5377,10598,hjzkozbdp,142,25,1,4.4348,experiment_FR,0,56,6.4,0.8,28,28,0,1,"[5, 8, 5, 6, 1, 3]","[8, 1, 3, 5, 6, 5]",5,5,0,0,134,FR_VB,0,Accuracy-Based Reward,Middle-Value
5378,10599,hjzkozbdp,143,25,1,2.8814,experiment_FR,8,40,6.4,0.8,24,16,8,1,"[6, 6, 1, 3, 7, 1]","[1, 2, 1, 5, 5, 2]",4,3,1,1,135,FR_VB,1,Accuracy-Based Reward,Low-Value
5379,10600,hjzkozbdp,144,25,1,1.6898,experiment_FR,4,60,6.4,0.8,32,28,4,1,"[2, 8, 8, 4, 8, 2]","[2, 4, 3, 8, 7, 4]",3,5,-2,2,136,FR_VB,2,Accuracy-Based Reward,High-Value
5380,10601,hjzkozbdp,145,25,0,2.927,experiment_FR,-8,46,6.4,0.8,19,27,8,1,"[6, 4, 3, 2, 1, 3]","[4, 5, 6, 2, 8, 2]",5,5,0,0,137,FR_VB,0,Accuracy-Based Reward,Low-Value
5381,10602,hjzkozbdp,146,25,1,2.0298,experiment_FR,5,53,6.4,0.8,29,24,5,1,"[2, 7, 5, 1, 8, 6]","[4, 2, 3, 5, 2, 8]",6,5,1,1,138,FR_VB,1,Accuracy-Based Reward,Middle-Value
5382,10603,hjzkozbdp,147,25,0,0.9687,experiment_FR,-7,67,6.4,0.8,30,37,7,1,"[4, 7, 2, 6, 4, 7]","[3, 6, 8, 6, 7, 7]",4,4,0,0,139,FR_VB,0,Accuracy-Based Reward,High-Value
5383,10604,hjzkozbdp,148,25,0,1.0201,experiment_FR,-17,61,6.4,0.8,22,39,17,1,"[6, 7, 3, 2, 2, 2]","[8, 7, 8, 6, 3, 7]",4,4,0,0,140,FR_VB,0,Accuracy-Based Reward,High-Value
5384,10605,hjzkozbdp,149,25,1,1.0582,experiment_FR,8,52,6.4,0.8,30,22,8,1,"[3, 5, 5, 8, 7, 2]","[3, 3, 5, 2, 6, 3]",5,4,1,1,141,FR_VB,1,Accuracy-Based Reward,Middle-Value
5385,10606,hjzkozbdp,150,25,0,0.8985,experiment_FR,-6,64,6.4,0.8,29,35,6,1,"[4, 6, 4, 8, 4, 3]","[4, 6, 8, 7, 6, 4]",4,4,0,0,142,FR_VB,0,Accuracy-Based Reward,High-Value
5386,10749,pyend7a72,1,40,0,1.4234,experiment_FR,-6,58,2,1,26,32,6,1,"[8, 1, 6, 6, 3, 2]","[5, 7, 4, 6, 2, 8]",5,6,-1,1,1,FR_VB,1,Accuracy-Based Reward,Middle-Value
5387,10750,pyend7a72,2,40,1,1.2535,experiment_FR,3,47,2,1,25,22,3,1,"[2, 5, 3, 4, 8, 3]","[6, 3, 1, 4, 6, 2]",5,5,0,0,2,FR_VB,0,Accuracy-Based Reward,Low-Value
5388,10751,pyend7a72,3,40,1,1.2799,experiment_FR,1,49,2,1,25,24,1,1,"[4, 7, 1, 6, 2, 5]","[1, 5, 2, 5, 4, 7]",6,5,1,1,3,FR_VB,1,Accuracy-Based Reward,Middle-Value
5389,10752,pyend7a72,5,40,1,1.5264,experiment_FR,9,51,2,1,30,21,9,1,"[6, 3, 6, 5, 3, 7]","[2, 2, 3, 5, 8, 1]",4,5,-1,1,4,FR_VB,1,Accuracy-Based Reward,Middle-Value
5390,10753,pyend7a72,6,40,0,0.8698,experiment_FR,-6,44,2,1,19,25,6,1,"[3, 1, 5, 1, 4, 5]","[1, 6, 7, 5, 4, 2]",4,6,-2,2,5,FR_VB,2,Accuracy-Based Reward,Low-Value
5391,10754,pyend7a72,7,40,0,1.5173,experiment_FR,-5,43,2,1,19,24,5,1,"[4, 1, 4, 2, 7, 1]","[8, 5, 2, 4, 1, 4]",4,5,-1,1,6,FR_VB,1,Accuracy-Based Reward,Low-Value
5392,10755,pyend7a72,8,40,0,0.8188,experiment_FR,-11,59,2,1,24,35,11,1,"[3, 3, 6, 2, 8, 2]","[5, 7, 7, 8, 2, 6]",4,5,-1,1,7,FR_VB,1,Accuracy-Based Reward,Middle-Value
5393,10756,pyend7a72,9,40,1,1.2646,experiment_FR,10,44,2,1,27,17,10,1,"[6, 4, 4, 7, 2, 4]","[3, 2, 1, 6, 4, 1]",4,5,-1,1,8,FR_VB,1,Accuracy-Based Reward,Low-Value
5394,10757,pyend7a72,10,40,0,1.089,experiment_FR,-5,55,2,1,25,30,5,1,"[3, 2, 5, 2, 8, 5]","[8, 3, 8, 2, 5, 4]",4,5,-1,1,9,FR_VB,1,Accuracy-Based Reward,Middle-Value
5395,10758,pyend7a72,11,40,0,0.69,experiment_FR,-26,62,2,1,18,44,26,1,"[1, 6, 3, 1, 5, 2]","[8, 8, 7, 7, 7, 7]",5,2,3,3,10,FR_VB,3,Accuracy-Based Reward,High-Value
5396,10759,pyend7a72,12,40,1,1.779,experiment_FR,2,54,2,1,28,26,2,1,"[7, 6, 1, 2, 4, 8]","[8, 1, 3, 5, 3, 6]",6,5,1,1,11,FR_VB,1,Accuracy-Based Reward,Middle-Value
5397,10760,pyend7a72,13,40,1,1.049,experiment_FR,-3,53,2,1,25,28,3,0,"[4, 3, 4, 7, 4, 3]","[3, 5, 6, 1, 8, 5]",3,5,-2,2,12,FR_VB,2,Accuracy-Based Reward,Middle-Value
5398,10761,pyend7a72,14,40,0,1.6021,experiment_FR,-1,47,2,1,23,24,1,1,"[3, 6, 5, 1, 6, 2]","[8, 2, 4, 1, 5, 4]",5,5,0,0,13,FR_VB,0,Accuracy-Based Reward,Low-Value
5399,10762,pyend7a72,16,40,0,0.9874,experiment_FR,-11,57,2,1,23,34,11,1,"[2, 2, 1, 7, 7, 4]","[3, 7, 7, 7, 2, 8]",4,4,0,0,14,FR_VB,0,Accuracy-Based Reward,Middle-Value
5400,10763,pyend7a72,17,40,0,1.0884,experiment_FR,-1,53,2,1,26,27,1,1,"[8, 2, 6, 7, 1, 2]","[2, 7, 8, 1, 7, 2]",5,4,1,1,15,FR_VB,1,Accuracy-Based Reward,Middle-Value
5401,10764,pyend7a72,18,40,0,1.317,experiment_FR,1,55,2,1,28,27,1,0,"[3, 8, 2, 2, 5, 8]","[7, 6, 1, 4, 1, 8]",4,5,-1,1,16,FR_VB,1,Accuracy-Based Reward,Middle-Value
5402,10765,pyend7a72,19,40,1,0.9126,experiment_FR,9,65,2,1,37,28,9,1,"[7, 7, 8, 7, 3, 5]","[2, 8, 5, 8, 4, 1]",4,5,-1,1,17,FR_VB,1,Accuracy-Based Reward,High-Value
5403,10766,pyend7a72,20,40,1,0.6774,experiment_FR,17,61,2,1,39,22,17,1,"[5, 3, 8, 7, 8, 8]","[4, 5, 1, 3, 5, 4]",4,4,0,0,18,FR_VB,0,Accuracy-Based Reward,High-Value
5404,10767,pyend7a72,21,40,0,0.8185,experiment_FR,-9,53,2,1,22,31,9,1,"[6, 2, 2, 5, 4, 3]","[5, 7, 1, 8, 2, 8]",5,5,0,0,19,FR_VB,0,Accuracy-Based Reward,Middle-Value
5405,10768,pyend7a72,22,40,0,1.082,experiment_FR,-2,62,2,1,30,32,2,1,"[5, 8, 3, 4, 7, 3]","[5, 8, 2, 1, 8, 8]",5,4,1,1,20,FR_VB,1,Accuracy-Based Reward,High-Value
5406,10769,pyend7a72,23,40,0,1.9267,experiment_FR,-10,58,2,1,24,34,10,1,"[4, 1, 6, 2, 5, 6]","[6, 6, 6, 6, 2, 8]",5,3,2,2,21,FR_VB,2,Accuracy-Based Reward,Middle-Value
